"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"0400000US06","California","39356104","*****",
"1400000US06037207502","Census Tract 2075.02; Los Angeles County; California","3652","490",
"1400000US06037207711","Census Tract 2077.11; Los Angeles County; California","2189","268",
"1400000US06037207712","Census Tract 2077.12; Los Angeles County; California","4388","706",
"1400000US06037207901","Census Tract 2079.01; Los Angeles County; California","3227","481",
"1400000US06037207902","Census Tract 2079.02; Los Angeles County; California","7214","862",
"1400000US06037208001","Census Tract 2080.01; Los Angeles County; California","2452","380",
"1400000US06037208002","Census Tract 2080.02; Los Angeles County; California","4147","1007",
"1400000US06037208301","Census Tract 2083.01; Los Angeles County; California","1904","312",
"1400000US06037208302","Census Tract 2083.02; Los Angeles County; California","4881","689",
"1400000US06037208401","Census Tract 2084.01; Los Angeles County; California","4092","611",
"1400000US06037208402","Census Tract 2084.02; Los Angeles County; California","2719","476",
"1400000US06037208501","Census Tract 2085.01; Los Angeles County; California","2577","415",
"1400000US06037208502","Census Tract 2085.02; Los Angeles County; California","4208","556",
"1400000US06037208610","Census Tract 2086.10; Los Angeles County; California","4274","622",
"1400000US06037208620","Census Tract 2086.20; Los Angeles County; California","3930","498",
"1400000US06037208710","Census Tract 2087.10; Los Angeles County; California","4757","773",
"1400000US06037208720","Census Tract 2087.20; Los Angeles County; California","3917","535",
"1400000US06037208801","Census Tract 2088.01; Los Angeles County; California","3397","559",
"1400000US06037208802","Census Tract 2088.02; Los Angeles County; California","2792","640",
"1400000US06037208902","Census Tract 2089.02; Los Angeles County; California","2376","346",
"1400000US06037208903","Census Tract 2089.03; Los Angeles County; California","3955","827",
"1400000US06037208904","Census Tract 2089.04; Los Angeles County; California","3816","613",
"1400000US06037209103","Census Tract 2091.03; Los Angeles County; California","3648","489",
"1400000US06037209104","Census Tract 2091.04; Los Angeles County; California","2485","291",
"1400000US06037209105","Census Tract 2091.05; Los Angeles County; California","3231","861",
"1400000US06037209106","Census Tract 2091.06; Los Angeles County; California","2531","420",
"1400000US06037209201","Census Tract 2092.01; Los Angeles County; California","3026","442",
"1400000US06037209202","Census Tract 2092.02; Los Angeles County; California","1485","341",
"1400000US06037209300","Census Tract 2093; Los Angeles County; California","4763","608",
"1400000US06037209401","Census Tract 2094.01; Los Angeles County; California","4095","550",
"1400000US06037209402","Census Tract 2094.02; Los Angeles County; California","4296","655",
"1400000US06037209403","Census Tract 2094.03; Los Angeles County; California","4311","981",
"1400000US06037209510","Census Tract 2095.10; Los Angeles County; California","2635","482",
"1400000US06037209520","Census Tract 2095.20; Los Angeles County; California","2569","425",
"1400000US06037209810","Census Tract 2098.10; Los Angeles County; California","2740","337",
"1400000US06037209820","Census Tract 2098.20; Los Angeles County; California","2559","487",
"1400000US06037210010","Census Tract 2100.10; Los Angeles County; California","3349","764",
"1400000US06037211000","Census Tract 2110; Los Angeles County; California","5130","685",
"1400000US06037211121","Census Tract 2111.21; Los Angeles County; California","2354","467",
"1400000US06037211122","Census Tract 2111.22; Los Angeles County; California","2641","403",
"1400000US06037211123","Census Tract 2111.23; Los Angeles County; California","1748","326",
"1400000US06037211124","Census Tract 2111.24; Los Angeles County; California","4321","881",
"1400000US06037211201","Census Tract 2112.01; Los Angeles County; California","2391","272",
"1400000US06037211202","Census Tract 2112.02; Los Angeles County; California","2307","421",
"1400000US06037211310","Census Tract 2113.10; Los Angeles County; California","3330","552",
"1400000US06037211320","Census Tract 2113.20; Los Angeles County; California","3326","535",
"1400000US06037211410","Census Tract 2114.10; Los Angeles County; California","3038","476",
"1400000US06037211420","Census Tract 2114.20; Los Angeles County; California","3639","401",
"1400000US06037211500","Census Tract 2115; Los Angeles County; California","4064","537",
"1400000US06037211701","Census Tract 2117.01; Los Angeles County; California","2677","399",
"1400000US06037211703","Census Tract 2117.03; Los Angeles County; California","4624","530",
"1400000US06037211704","Census Tract 2117.04; Los Angeles County; California","2802","461",
"1400000US06037211802","Census Tract 2118.02; Los Angeles County; California","4575","679",
"1400000US06037211803","Census Tract 2118.03; Los Angeles County; California","3528","495",
"1400000US06037211804","Census Tract 2118.04; Los Angeles County; California","3131","514",
"1400000US06037211910","Census Tract 2119.10; Los Angeles County; California","4143","493",
"1400000US06037211921","Census Tract 2119.21; Los Angeles County; California","2113","309",
"1400000US06037211922","Census Tract 2119.22; Los Angeles County; California","3420","826",
"1400000US06037212101","Census Tract 2121.01; Los Angeles County; California","2612","261",
"1400000US06037212102","Census Tract 2121.02; Los Angeles County; California","2682","483",
"1400000US06037212202","Census Tract 2122.02; Los Angeles County; California","3417","540",
"1400000US06037212203","Census Tract 2122.03; Los Angeles County; California","2733","508",
"1400000US06037212204","Census Tract 2122.04; Los Angeles County; California","3431","459",
"1400000US06037212303","Census Tract 2123.03; Los Angeles County; California","3864","988",
"1400000US06037212304","Census Tract 2123.04; Los Angeles County; California","1721","272",
"1400000US06037212305","Census Tract 2123.05; Los Angeles County; California","2745","470",
"1400000US06037212306","Census Tract 2123.06; Los Angeles County; California","3030","581",
"1400000US06037212410","Census Tract 2124.10; Los Angeles County; California","4084","1061",
"1400000US06037212420","Census Tract 2124.20; Los Angeles County; California","2616","317",
"1400000US06037212501","Census Tract 2125.01; Los Angeles County; California","1898","352",
"1400000US06037212502","Census Tract 2125.02; Los Angeles County; California","2997","435",
"1400000US06037212610","Census Tract 2126.10; Los Angeles County; California","4218","603",
"1400000US06037212620","Census Tract 2126.20; Los Angeles County; California","3799","452",
"1400000US06037212701","Census Tract 2127.01; Los Angeles County; California","2277","258",
"1400000US06037212702","Census Tract 2127.02; Los Angeles County; California","3360","486",
"1400000US06037212800","Census Tract 2128; Los Angeles County; California","3176","507",
"1400000US06037212900","Census Tract 2129; Los Angeles County; California","3842","592",
"1400000US06037213100","Census Tract 2131; Los Angeles County; California","2860","356",
"1400000US06037213201","Census Tract 2132.01; Los Angeles County; California","4162","643",
"1400000US06037213202","Census Tract 2132.02; Los Angeles County; California","3899","567",
"1400000US06037213310","Census Tract 2133.10; Los Angeles County; California","2578","498",
"1400000US06037213320","Census Tract 2133.20; Los Angeles County; California","2569","606",
"1400000US06037213401","Census Tract 2134.01; Los Angeles County; California","4818","626",
"1400000US06037213402","Census Tract 2134.02; Los Angeles County; California","4697","694",
"1400000US06037214000","Census Tract 2140; Los Angeles County; California","3692","594",
"1400000US06037214100","Census Tract 2141; Los Angeles County; California","3569","409",
"1400000US06037214400","Census Tract 2144; Los Angeles County; California","2905","350",
"1400000US06037214501","Census Tract 2145.01; Los Angeles County; California","3679","902",
"1400000US06037214503","Census Tract 2145.03; Los Angeles County; California","3302","351",
"1400000US06037214504","Census Tract 2145.04; Los Angeles County; California","3532","444",
"1400000US06037214505","Census Tract 2145.05; Los Angeles County; California","1469","179",
"1400000US06037214600","Census Tract 2146; Los Angeles County; California","2247","354",
"1400000US06037214700","Census Tract 2147; Los Angeles County; California","2320","408",
"1400000US06037214800","Census Tract 2148; Los Angeles County; California","2835","409",
"1400000US06037214902","Census Tract 2149.02; Los Angeles County; California","2444","478",
"1400000US06037214903","Census Tract 2149.03; Los Angeles County; California","1507","341",
"1400000US06037214904","Census Tract 2149.04; Los Angeles County; California","1390","225",
"1400000US06037215101","Census Tract 2151.01; Los Angeles County; California","2812","387",
"1400000US06037215102","Census Tract 2151.02; Los Angeles County; California","2952","386",
"1400000US06037216100","Census Tract 2161; Los Angeles County; California","2156","325",
"1400000US06037216201","Census Tract 2162.01; Los Angeles County; California","2510","434",
"1400000US06037216202","Census Tract 2162.02; Los Angeles County; California","2472","357",
"1400000US06037216301","Census Tract 2163.01; Los Angeles County; California","1439","517",
"1400000US06037216302","Census Tract 2163.02; Los Angeles County; California","3214","478",
"1400000US06037216401","Census Tract 2164.01; Los Angeles County; California","3295","718",
"1400000US06037216402","Census Tract 2164.02; Los Angeles County; California","2404","505",
"1400000US06037216700","Census Tract 2167; Los Angeles County; California","3440","496",
"1400000US06037216800","Census Tract 2168; Los Angeles County; California","3324","390",
"1400000US06037216901","Census Tract 2169.01; Los Angeles County; California","2687","385",
"1400000US06037216902","Census Tract 2169.02; Los Angeles County; California","2227","562",
"1400000US06037217001","Census Tract 2170.01; Los Angeles County; California","2647","421",
"1400000US06037217002","Census Tract 2170.02; Los Angeles County; California","4859","866",
"1400000US06037217101","Census Tract 2171.01; Los Angeles County; California","2518","1310",
"1400000US06037217102","Census Tract 2171.02; Los Angeles County; California","2667","415",
"1400000US06037217200","Census Tract 2172; Los Angeles County; California","3839","585",
"1400000US06037218110","Census Tract 2181.10; Los Angeles County; California","3521","681",
"1400000US06037218120","Census Tract 2181.20; Los Angeles County; California","3684","665",
"1400000US06037218210","Census Tract 2182.10; Los Angeles County; California","4090","681",
"1400000US06037218220","Census Tract 2182.20; Los Angeles County; California","3858","709",
"1400000US06037218300","Census Tract 2183; Los Angeles County; California","4933","865",
"1400000US06037218400","Census Tract 2184; Los Angeles County; California","4079","702",
"1400000US06037218500","Census Tract 2185; Los Angeles County; California","2784","412",
"1400000US06037218600","Census Tract 2186; Los Angeles County; California","3102","395",
"1400000US06037218701","Census Tract 2187.01; Los Angeles County; California","2079","304",
"1400000US06037218702","Census Tract 2187.02; Los Angeles County; California","2627","513",
"1400000US06037218800","Census Tract 2188; Los Angeles County; California","2664","367",
"1400000US06037218900","Census Tract 2189; Los Angeles County; California","5229","752",
"1400000US06037219010","Census Tract 2190.10; Los Angeles County; California","3023","624",
"1400000US06037219020","Census Tract 2190.20; Los Angeles County; California","4625","794",
"1400000US06037219300","Census Tract 2193; Los Angeles County; California","3664","832",
"1400000US06037219500","Census Tract 2195; Los Angeles County; California","2053","304",
"1400000US06037219700","Census Tract 2197; Los Angeles County; California","4479","807",
"1400000US06037219800","Census Tract 2198; Los Angeles County; California","3048","475",
"1400000US06037219901","Census Tract 2199.01; Los Angeles County; California","4944","1152",
"1400000US06037219902","Census Tract 2199.02; Los Angeles County; California","3514","517",
"1400000US06037220000","Census Tract 2200; Los Angeles County; California","4460","922",
"1400000US06037220100","Census Tract 2201; Los Angeles County; California","2583","372",
"1400000US06037221110","Census Tract 2211.10; Los Angeles County; California","3161","671",
"1400000US06037221120","Census Tract 2211.20; Los Angeles County; California","2922","348",
"1400000US06037221210","Census Tract 2212.10; Los Angeles County; California","3095","520",
"1400000US06037221220","Census Tract 2212.20; Los Angeles County; California","2979","336",
"1400000US06037221302","Census Tract 2213.02; Los Angeles County; California","3681","531",
"1400000US06037221303","Census Tract 2213.03; Los Angeles County; California","2611","431",
"1400000US06037221304","Census Tract 2213.04; Los Angeles County; California","3674","794",
"1400000US06037221401","Census Tract 2214.01; Los Angeles County; California","3341","441",
"1400000US06037221402","Census Tract 2214.02; Los Angeles County; California","3063","457",
"1400000US06037221500","Census Tract 2215; Los Angeles County; California","3513","604",
"1400000US06037221601","Census Tract 2216.01; Los Angeles County; California","3354","455",
"1400000US06037221602","Census Tract 2216.02; Los Angeles County; California","2455","335",
"1400000US06037221710","Census Tract 2217.10; Los Angeles County; California","2890","353",
"1400000US06037221810","Census Tract 2218.10; Los Angeles County; California","2679","348",
"1400000US06037221820","Census Tract 2218.20; Los Angeles County; California","2335","431",
"1400000US06037221900","Census Tract 2219; Los Angeles County; California","4281","482",
"1400000US06037222001","Census Tract 2220.01; Los Angeles County; California","3139","380",
"1400000US06037222002","Census Tract 2220.02; Los Angeles County; California","5172","770",
"1400000US06037222100","Census Tract 2221; Los Angeles County; California","4058","645",
"1400000US06037222200","Census Tract 2222; Los Angeles County; California","3895","569",
"1400000US06037222500","Census Tract 2225; Los Angeles County; California","4616","787",
"1400000US06037222600","Census Tract 2226; Los Angeles County; California","5668","623",
"1400000US06037222700","Census Tract 2227; Los Angeles County; California","4094","176",
"1400000US06037224010","Census Tract 2240.10; Los Angeles County; California","3137","472",
"1400000US06037224020","Census Tract 2240.20; Los Angeles County; California","2633","548",
"1400000US06037224200","Census Tract 2242; Los Angeles County; California","2429","594",
"1400000US06037224310","Census Tract 2243.10; Los Angeles County; California","1964","367",
"1400000US06037224320","Census Tract 2243.20; Los Angeles County; California","3300","643",
"1400000US06037224410","Census Tract 2244.10; Los Angeles County; California","3029","465",
"1400000US06037224420","Census Tract 2244.20; Los Angeles County; California","2449","362",
"1400000US06037224600","Census Tract 2246; Los Angeles County; California","3037","339",
"1400000US06037224701","Census Tract 2247.01; Los Angeles County; California","2613","158",
"1400000US06037224702","Census Tract 2247.02; Los Angeles County; California","2646","284",
"1400000US06037226001","Census Tract 2260.01; Los Angeles County; California","2188","412",
"1400000US06037226002","Census Tract 2260.02; Los Angeles County; California","1960","437",
"1400000US06037226410","Census Tract 2264.10; Los Angeles County; California","3579","473",
"1400000US06037226420","Census Tract 2264.20; Los Angeles County; California","5306","877",
"1400000US06037226701","Census Tract 2267.01; Los Angeles County; California","2846","280",
"1400000US06037226702","Census Tract 2267.02; Los Angeles County; California","4285","1031",
"1400000US06037227010","Census Tract 2270.10; Los Angeles County; California","4550","919",
"1400000US06037227020","Census Tract 2270.20; Los Angeles County; California","3529","720",
"1400000US06037228100","Census Tract 2281; Los Angeles County; California","5158","851",
"1400000US06037228210","Census Tract 2282.10; Los Angeles County; California","4119","613",
"1400000US06037228220","Census Tract 2282.20; Los Angeles County; California","4584","604",
"1400000US06037228310","Census Tract 2283.10; Los Angeles County; California","4506","535",
"1400000US06037228320","Census Tract 2283.20; Los Angeles County; California","3351","708",
"1400000US06037228410","Census Tract 2284.10; Los Angeles County; California","3372","510",
"1400000US06037228420","Census Tract 2284.20; Los Angeles County; California","3165","522",
"1400000US06037228500","Census Tract 2285; Los Angeles County; California","5069","1120",
"1400000US06037228600","Census Tract 2286; Los Angeles County; California","5006","938",
"1400000US06037228710","Census Tract 2287.10; Los Angeles County; California","4147","587",
"1400000US06037228720","Census Tract 2287.20; Los Angeles County; California","4800","547",
"1400000US06037228800","Census Tract 2288; Los Angeles County; California","5347","836",
"1400000US06037228900","Census Tract 2289; Los Angeles County; California","2967","571",
"1400000US06037229100","Census Tract 2291; Los Angeles County; California","4635","617",
"1400000US06037229200","Census Tract 2292; Los Angeles County; California","4427","921",
"1400000US06037229300","Census Tract 2293; Los Angeles County; California","5973","844",
"1400000US06037229410","Census Tract 2294.10; Los Angeles County; California","3932","1058",
"1400000US06037229420","Census Tract 2294.20; Los Angeles County; California","4320","479",
"1400000US06037231100","Census Tract 2311; Los Angeles County; California","3809","532",
"1400000US06037231210","Census Tract 2312.10; Los Angeles County; California","4279","716",
"1400000US06037231220","Census Tract 2312.20; Los Angeles County; California","4353","918",
"1400000US06037231301","Census Tract 2313.01; Los Angeles County; California","2479","447",
"1400000US06037231302","Census Tract 2313.02; Los Angeles County; California","3117","704",
"1400000US06037231400","Census Tract 2314; Los Angeles County; California","5195","752",
"1400000US06037231500","Census Tract 2315; Los Angeles County; California","5135","756",
"1400000US06037231601","Census Tract 2316.01; Los Angeles County; California","2448","600",
"1400000US06037231602","Census Tract 2316.02; Los Angeles County; California","2048","386",
"1400000US06037231603","Census Tract 2316.03; Los Angeles County; California","2788","514",
"1400000US06037231710","Census Tract 2317.10; Los Angeles County; California","4303","787",
"1400000US06037231720","Census Tract 2317.20; Los Angeles County; California","5257","795",
"1400000US06037231800","Census Tract 2318; Los Angeles County; California","5258","751",
"1400000US06037231901","Census Tract 2319.01; Los Angeles County; California","2867","1024",
"1400000US06037231902","Census Tract 2319.02; Los Angeles County; California","3255","604",
"1400000US06037232110","Census Tract 2321.10; Los Angeles County; California","3378","536",
"1400000US06037232120","Census Tract 2321.20; Los Angeles County; California","5308","890",
"1400000US06037232200","Census Tract 2322; Los Angeles County; California","3638","574",
"1400000US06037232300","Census Tract 2323; Los Angeles County; California","4992","569",
"1400000US06037232401","Census Tract 2324.01; Los Angeles County; California","3968","784",
"1400000US06037232402","Census Tract 2324.02; Los Angeles County; California","3095","467",
"1400000US06037232500","Census Tract 2325; Los Angeles County; California","4736","825",
"1400000US06037232601","Census Tract 2326.01; Los Angeles County; California","1772","430",
"1400000US06037232602","Census Tract 2326.02; Los Angeles County; California","5552","701",
"1400000US06037232701","Census Tract 2327.01; Los Angeles County; California","2502","455",
"1400000US06037232702","Census Tract 2327.02; Los Angeles County; California","4676","925",
"1400000US06037232800","Census Tract 2328; Los Angeles County; California","4426","638",
"1400000US06037234001","Census Tract 2340.01; Los Angeles County; California","2379","403",
"1400000US06037234002","Census Tract 2340.02; Los Angeles County; California","3030","542",
"1400000US06037234200","Census Tract 2342; Los Angeles County; California","2569","347",
"1400000US06037234301","Census Tract 2343.01; Los Angeles County; California","1684","430",
"1400000US06037234302","Census Tract 2343.02; Los Angeles County; California","2441","395",
"1400000US06037234501","Census Tract 2345.01; Los Angeles County; California","2901","547",
"1400000US06037234502","Census Tract 2345.02; Los Angeles County; California","2772","605",
"1400000US06037234600","Census Tract 2346; Los Angeles County; California","4885","689",
"1400000US06037234700","Census Tract 2347; Los Angeles County; California","3700","695",
"1400000US06037234800","Census Tract 2348; Los Angeles County; California","3424","561",
"1400000US06037234901","Census Tract 2349.01; Los Angeles County; California","2954","524",
"1400000US06037234902","Census Tract 2349.02; Los Angeles County; California","4558","810",
"1400000US06037235100","Census Tract 2351; Los Angeles County; California","4074","612",
"1400000US06037235201","Census Tract 2352.01; Los Angeles County; California","2847","666",
"1400000US06037235202","Census Tract 2352.02; Los Angeles County; California","3888","601",
"1400000US06037236001","Census Tract 2360.01; Los Angeles County; California","4207","525",
"1400000US06037236101","Census Tract 2361.01; Los Angeles County; California","2421","448",
"1400000US06037236102","Census Tract 2361.02; Los Angeles County; California","3573","827",
"1400000US06037236203","Census Tract 2362.03; Los Angeles County; California","3727","708",
"1400000US06037236204","Census Tract 2362.04; Los Angeles County; California","2968","561",
"1400000US06037236205","Census Tract 2362.05; Los Angeles County; California","3421","712",
"1400000US06037236206","Census Tract 2362.06; Los Angeles County; California","2983","741",
"1400000US06037236400","Census Tract 2364; Los Angeles County; California","4551","590",
"1400000US06037237101","Census Tract 2371.01; Los Angeles County; California","3827","618",
"1400000US06037237102","Census Tract 2371.02; Los Angeles County; California","4038","585",
"1400000US06037237201","Census Tract 2372.01; Los Angeles County; California","4138","571",
"1400000US06037237202","Census Tract 2372.02; Los Angeles County; California","4653","808",
"1400000US06037237300","Census Tract 2373; Los Angeles County; California","6051","1113",
"1400000US06037237401","Census Tract 2374.01; Los Angeles County; California","4331","554",
"1400000US06037237402","Census Tract 2374.02; Los Angeles County; California","3896","632",
"1400000US06037237500","Census Tract 2375; Los Angeles County; California","2822","530",
"1400000US06037237600","Census Tract 2376; Los Angeles County; California","4014","665",
"1400000US06037237710","Census Tract 2377.10; Los Angeles County; California","4445","1076",
"1400000US06037237720","Census Tract 2377.20; Los Angeles County; California","3784","749",
"1400000US06037237800","Census Tract 2378; Los Angeles County; California","3880","695",
"1400000US06037237900","Census Tract 2379; Los Angeles County; California","4131","784",
"1400000US06037238000","Census Tract 2380; Los Angeles County; California","5592","1037",
"1400000US06037238100","Census Tract 2381; Los Angeles County; California","5165","1050",
"1400000US06037238200","Census Tract 2382; Los Angeles County; California","6181","969",
"1400000US06037238310","Census Tract 2383.10; Los Angeles County; California","5400","881",
"1400000US06037238320","Census Tract 2383.20; Los Angeles County; California","3560","605",
"1400000US06037238400","Census Tract 2384; Los Angeles County; California","5107","709",
"1400000US06037239201","Census Tract 2392.01; Los Angeles County; California","3563","466",
"1400000US06037239202","Census Tract 2392.02; Los Angeles County; California","5645","1142",
"1400000US06037239310","Census Tract 2393.10; Los Angeles County; California","4026","768",
"1400000US06037239320","Census Tract 2393.20; Los Angeles County; California","3078","419",
"1400000US06037239330","Census Tract 2393.30; Los Angeles County; California","2972","858",
"1400000US06037239501","Census Tract 2395.01; Los Angeles County; California","3668","433",
"1400000US06037239502","Census Tract 2395.02; Los Angeles County; California","3624","543",
"1400000US06037239601","Census Tract 2396.01; Los Angeles County; California","3675","501",
"1400000US06037239602","Census Tract 2396.02; Los Angeles County; California","3967","534",
"1400000US06037239701","Census Tract 2397.01; Los Angeles County; California","4509","912",
"1400000US06037239702","Census Tract 2397.02; Los Angeles County; California","4567","826",
"1400000US06037239801","Census Tract 2398.01; Los Angeles County; California","4116","473",
"1400000US06037239802","Census Tract 2398.02; Los Angeles County; California","5767","916",
"1400000US06037240010","Census Tract 2400.10; Los Angeles County; California","3888","532",
"1400000US06037240020","Census Tract 2400.20; Los Angeles County; California","5286","972",
"1400000US06037240200","Census Tract 2402; Los Angeles County; California","6345","762",
"1400000US06037240301","Census Tract 2403.01; Los Angeles County; California","3061","531",
"1400000US06037240302","Census Tract 2403.02; Los Angeles County; California","2849","665",
"1400000US06037240401","Census Tract 2404.01; Los Angeles County; California","6409","769",
"1400000US06037240402","Census Tract 2404.02; Los Angeles County; California","4276","758",
"1400000US06037240500","Census Tract 2405; Los Angeles County; California","6760","1084",
"1400000US06037240600","Census Tract 2406; Los Angeles County; California","5431","916",
"1400000US06037240700","Census Tract 2407; Los Angeles County; California","6324","728",
"1400000US06037240800","Census Tract 2408; Los Angeles County; California","4470","633",
"1400000US06037240901","Census Tract 2409.01; Los Angeles County; California","2711","451",
"1400000US06037240902","Census Tract 2409.02; Los Angeles County; California","3658","1214",
"1400000US06037241001","Census Tract 2410.01; Los Angeles County; California","4641","1114",
"1400000US06037241002","Census Tract 2410.02; Los Angeles County; California","3776","477",
"1400000US06037241110","Census Tract 2411.10; Los Angeles County; California","3819","760",
"1400000US06037241120","Census Tract 2411.20; Los Angeles County; California","4207","601",
"1400000US06037241201","Census Tract 2412.01; Los Angeles County; California","3287","509",
"1400000US06037241202","Census Tract 2412.02; Los Angeles County; California","5291","915",
"1400000US06037241300","Census Tract 2413; Los Angeles County; California","2376","310",
"1400000US06037241400","Census Tract 2414; Los Angeles County; California","3974","619",
"1400000US06037242000","Census Tract 2420; Los Angeles County; California","4074","554",
"1400000US06037242100","Census Tract 2421; Los Angeles County; California","2680","486",
"1400000US06037242201","Census Tract 2422.01; Los Angeles County; California","4011","733",
"1400000US06037242202","Census Tract 2422.02; Los Angeles County; California","2966","402",
"1400000US06037242300","Census Tract 2423; Los Angeles County; California","5010","806",
"1400000US06037242600","Census Tract 2426; Los Angeles County; California","4698","940",
"1400000US06037242700","Census Tract 2427; Los Angeles County; California","4982","909",
"1400000US06037243001","Census Tract 2430.01; Los Angeles County; California","3444","739",
"1400000US06037243002","Census Tract 2430.02; Los Angeles County; California","2846","514",
"1400000US06037243100","Census Tract 2431; Los Angeles County; California","5552","755",
"1400000US06037261102","Census Tract 2611.02; Los Angeles County; California","3502","668",
"1400000US06037261103","Census Tract 2611.03; Los Angeles County; California","1767","396",
"1400000US06037261104","Census Tract 2611.04; Los Angeles County; California","1547","382",
"1400000US06037261200","Census Tract 2612; Los Angeles County; California","3967","495",
"1400000US06037262100","Census Tract 2621; Los Angeles County; California","2457","496",
"1400000US06037262200","Census Tract 2622; Los Angeles County; California","4378","666",
"1400000US06037262301","Census Tract 2623.01; Los Angeles County; California","2806","256",
"1400000US06037262302","Census Tract 2623.02; Los Angeles County; California","2839","381",
"1400000US06037262303","Census Tract 2623.03; Los Angeles County; California","2749","352",
"1400000US06037262400","Census Tract 2624; Los Angeles County; California","2900","413",
"1400000US06037262501","Census Tract 2625.01; Los Angeles County; California","3709","581",
"1400000US06037262601","Census Tract 2626.01; Los Angeles County; California","3330","385",
"1400000US06037262604","Census Tract 2626.04; Los Angeles County; California","5763","1180",
"1400000US06037262704","Census Tract 2627.04; Los Angeles County; California","3590","410",
"1400000US06037262706","Census Tract 2627.06; Los Angeles County; California","3492","466",
"1400000US06037262802","Census Tract 2628.02; Los Angeles County; California","3512","491",
"1400000US06037264000","Census Tract 2640; Los Angeles County; California","2968","392",
"1400000US06037264102","Census Tract 2641.02; Los Angeles County; California","2814","302",
"1400000US06037264103","Census Tract 2641.03; Los Angeles County; California","2777","402",
"1400000US06037264303","Census Tract 2643.03; Los Angeles County; California","2706","435",
"1400000US06037264304","Census Tract 2643.04; Los Angeles County; California","2358","422",
"1400000US06037264305","Census Tract 2643.05; Los Angeles County; California","4396","1452",
"1400000US06037264306","Census Tract 2643.06; Los Angeles County; California","1703","301",
"1400000US06037265100","Census Tract 2651; Los Angeles County; California","2413","375",
"1400000US06037265201","Census Tract 2652.01; Los Angeles County; California","2615","663",
"1400000US06037265203","Census Tract 2652.03; Los Angeles County; California","1988","291",
"1400000US06037265204","Census Tract 2652.04; Los Angeles County; California","1544","498",
"1400000US06037265301","Census Tract 2653.01; Los Angeles County; California","12794","520",
"1400000US06037265303","Census Tract 2653.03; Los Angeles County; California","4736","757",
"1400000US06037265304","Census Tract 2653.04; Los Angeles County; California","3009","385",
"1400000US06037265306","Census Tract 2653.06; Los Angeles County; California","1788","305",
"1400000US06037265307","Census Tract 2653.07; Los Angeles County; California","2190","534",
"1400000US06037265410","Census Tract 2654.10; Los Angeles County; California","1679","375",
"1400000US06037265420","Census Tract 2654.20; Los Angeles County; California","1474","200",
"1400000US06037265521","Census Tract 2655.21; Los Angeles County; California","1569","239",
"1400000US06037265522","Census Tract 2655.22; Los Angeles County; California","2086","501",
"1400000US06037265523","Census Tract 2655.23; Los Angeles County; California","2180","810",
"1400000US06037265524","Census Tract 2655.24; Los Angeles County; California","2864","368",
"1400000US06037265601","Census Tract 2656.01; Los Angeles County; California","3019","503",
"1400000US06037265602","Census Tract 2656.02; Los Angeles County; California","2928","478",
"1400000US06037265701","Census Tract 2657.01; Los Angeles County; California","1745","185",
"1400000US06037265702","Census Tract 2657.02; Los Angeles County; California","2993","761",
"1400000US06037267101","Census Tract 2671.01; Los Angeles County; California","3136","718",
"1400000US06037267102","Census Tract 2671.02; Los Angeles County; California","2928","475",
"1400000US06037267201","Census Tract 2672.01; Los Angeles County; California","2775","346",
"1400000US06037267202","Census Tract 2672.02; Los Angeles County; California","3654","620",
"1400000US06037267300","Census Tract 2673; Los Angeles County; California","3865","519",
"1400000US06037267403","Census Tract 2674.03; Los Angeles County; California","3538","1088",
"1400000US06037267404","Census Tract 2674.04; Los Angeles County; California","3325","409",
"1400000US06037267405","Census Tract 2674.05; Los Angeles County; California","2527","436",
"1400000US06037267406","Census Tract 2674.06; Los Angeles County; California","1963","358",
"1400000US06037267502","Census Tract 2675.02; Los Angeles County; California","3228","328",
"1400000US06037267503","Census Tract 2675.03; Los Angeles County; California","2159","745",
"1400000US06037267504","Census Tract 2675.04; Los Angeles County; California","3396","633",
"1400000US06037267600","Census Tract 2676; Los Angeles County; California","2434","439",
"1400000US06037267700","Census Tract 2677; Los Angeles County; California","3890","421",
"1400000US06037267800","Census Tract 2678; Los Angeles County; California","3096","378",
"1400000US06037267901","Census Tract 2679.01; Los Angeles County; California","2627","392",
"1400000US06037267902","Census Tract 2679.02; Los Angeles County; California","3570","498",
"1400000US06037269000","Census Tract 2690; Los Angeles County; California","4646","845",
"1400000US06037269100","Census Tract 2691; Los Angeles County; California","4212","983",
"1400000US06037269300","Census Tract 2693; Los Angeles County; California","3763","502",
"1400000US06037269500","Census Tract 2695; Los Angeles County; California","3855","522",
"1400000US06037269601","Census Tract 2696.01; Los Angeles County; California","3515","728",
"1400000US06037269602","Census Tract 2696.02; Los Angeles County; California","2532","451",
"1400000US06037269700","Census Tract 2697; Los Angeles County; California","3769","442",
"1400000US06037269800","Census Tract 2698; Los Angeles County; California","3069","387",
"1400000US06037269903","Census Tract 2699.03; Los Angeles County; California","3318","479",
"1400000US06037269905","Census Tract 2699.05; Los Angeles County; California","2227","239",
"1400000US06037269906","Census Tract 2699.06; Los Angeles County; California","3327","550",
"1400000US06037269907","Census Tract 2699.07; Los Angeles County; California","2452","293",
