"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"0400000US06","California","39356104","*****",
"1400000US06061020710","Census Tract 207.10; Placer County; California","4883","661",
"1400000US06061020711","Census Tract 207.11; Placer County; California","4784","508",
"1400000US06061020712","Census Tract 207.12; Placer County; California","3368","299",
"1400000US06061020713","Census Tract 207.13; Placer County; California","3265","359",
"1400000US06061020714","Census Tract 207.14; Placer County; California","3602","475",
"1400000US06061020715","Census Tract 207.15; Placer County; California","3023","391",
"1400000US06061020717","Census Tract 207.17; Placer County; California","5344","575",
"1400000US06061020805","Census Tract 208.05; Placer County; California","4273","500",
"1400000US06061020806","Census Tract 208.06; Placer County; California","3799","475",
"1400000US06061020901","Census Tract 209.01; Placer County; California","2582","323",
"1400000US06061020908","Census Tract 209.08; Placer County; California","7620","932",
"1400000US06061021003","Census Tract 210.03; Placer County; California","6996","753",
"1400000US06061021034","Census Tract 210.34; Placer County; California","4375","430",
"1400000US06061021037","Census Tract 210.37; Placer County; California","2533","337",
"1400000US06061021038","Census Tract 210.38; Placer County; California","7592","1265",
"1400000US06061021039","Census Tract 210.39; Placer County; California","1542","151",
"1400000US06061021040","Census Tract 210.40; Placer County; California","3372","472",
"1400000US06061021043","Census Tract 210.43; Placer County; California","4113","478",
"1400000US06061021044","Census Tract 210.44; Placer County; California","5764","465",
"1400000US06061021045","Census Tract 210.45; Placer County; California","3307","523",
"1400000US06061021046","Census Tract 210.46; Placer County; California","5496","639",
"1400000US06061021047","Census Tract 210.47; Placer County; California","4467","540",
"1400000US06061021048","Census Tract 210.48; Placer County; California","3338","664",
"1400000US06061021103","Census Tract 211.03; Placer County; California","4877","579",
"1400000US06061021106","Census Tract 211.06; Placer County; California","2338","304",
"1400000US06061021108","Census Tract 211.08; Placer County; California","2877","341",
"1400000US06061021109","Census Tract 211.09; Placer County; California","6434","709",
"1400000US06061021122","Census Tract 211.22; Placer County; California","3511","520",
"1400000US06061021123","Census Tract 211.23; Placer County; California","7245","695",
"1400000US06061021128","Census Tract 211.28; Placer County; California","3297","527",
"1400000US06061021129","Census Tract 211.29; Placer County; California","3303","366",
"1400000US06061021130","Census Tract 211.30; Placer County; California","2652","316",
"1400000US06061021131","Census Tract 211.31; Placer County; California","5199","413",
"1400000US06061021203","Census Tract 212.03; Placer County; California","7740","821",
"1400000US06061021204","Census Tract 212.04; Placer County; California","2503","304",
"1400000US06061021304","Census Tract 213.04; Placer County; California","6033","627",
"1400000US06061021323","Census Tract 213.23; Placer County; California","11166","767",
"1400000US06061021324","Census Tract 213.24; Placer County; California","6581","746",
"1400000US06061021325","Census Tract 213.25; Placer County; California","8718","789",
"1400000US06061021326","Census Tract 213.26; Placer County; California","4035","572",
"1400000US06061021327","Census Tract 213.27; Placer County; California","6086","699",
"1400000US06061021328","Census Tract 213.28; Placer County; California","9754","1027",
"1400000US06061021401","Census Tract 214.01; Placer County; California","3324","533",
"1400000US06061021403","Census Tract 214.03; Placer County; California","5985","559",
"1400000US06061021501","Census Tract 215.01; Placer County; California","5191","642",
"1400000US06061021502","Census Tract 215.02; Placer County; California","4143","609",
"1400000US06061021603","Census Tract 216.03; Placer County; California","4642","570",
"1400000US06061021604","Census Tract 216.04; Placer County; California","3683","485",
"1400000US06061021801","Census Tract 218.01; Placer County; California","4680","642",
"1400000US06061021802","Census Tract 218.02; Placer County; California","6613","813",
"1400000US06061021901","Census Tract 219.01; Placer County; California","3730","429",
"1400000US06061021902","Census Tract 219.02; Placer County; California","4786","643",
"1400000US06061022002","Census Tract 220.02; Placer County; California","6644","568",
"1400000US06061022011","Census Tract 220.11; Placer County; California","1935","303",
"1400000US06061022013","Census Tract 220.13; Placer County; California","3060","473",
"1400000US06061022014","Census Tract 220.14; Placer County; California","1651","266",
"1400000US06061022100","Census Tract 221; Placer County; California","904","348",
"1400000US06061022200","Census Tract 222; Placer County; California","762","272",
"1400000US06061022300","Census Tract 223; Placer County; California","581","141",
"1400000US06061022400","Census Tract 224; Placer County; California","4558","468",
"1400000US06061022500","Census Tract 225; Placer County; California","4920","497",
"1400000US06061022600","Census Tract 226; Placer County; California","5060","664",
"1400000US06061022800","Census Tract 228; Placer County; California","4724","650",
"1400000US06061022900","Census Tract 229; Placer County; California","5730","668",
"1400000US06061023000","Census Tract 230; Placer County; California","3759","742",
"1400000US06061023100","Census Tract 231; Placer County; California","8196","843",
"1400000US06061023200","Census Tract 232; Placer County; California","6271","575",
"1400000US06061023300","Census Tract 233; Placer County; California","6611","688",
"1400000US06061023400","Census Tract 234; Placer County; California","6170","593",
"1400000US06061023501","Census Tract 235.01; Placer County; California","1134","80",
"1400000US06061023502","Census Tract 235.02; Placer County; California","5980","594",
"1400000US06061023600","Census Tract 236; Placer County; California","4635","383",
"1400000US06061023700","Census Tract 237; Placer County; California","3136","426",
"1400000US06061023800","Census Tract 238; Placer County; California","3005","309",
"1400000US06061023900","Census Tract 239; Placer County; California","3063","342",
"1400000US06061990000","Census Tract 9900; Placer County; California","0","13",
"1400000US06063000100","Census Tract 1; Plumas County; California","5525","656",
"1400000US06063000201","Census Tract 2.01; Plumas County; California","1404","296",
"1400000US06063000202","Census Tract 2.02; Plumas County; California","1175","310",
"1400000US06063000300","Census Tract 3; Plumas County; California","5241","725",
"1400000US06063000400","Census Tract 4; Plumas County; California","2158","503",
"1400000US06063000501","Census Tract 5.01; Plumas County; California","2271","358",
"1400000US06063000502","Census Tract 5.02; Plumas County; California","1876","256",
"1400000US06065030101","Census Tract 301.01; Riverside County; California","1187","269",
"1400000US06065030103","Census Tract 301.03; Riverside County; California","2155","579",
"1400000US06065030104","Census Tract 301.04; Riverside County; California","7161","871",
"1400000US06065030200","Census Tract 302; Riverside County; California","4363","655",
"1400000US06065030300","Census Tract 303; Riverside County; California","4140","514",
"1400000US06065030400","Census Tract 304; Riverside County; California","7060","937",
"1400000US06065030501","Census Tract 305.01; Riverside County; California","4773","714",
"1400000US06065030502","Census Tract 305.02; Riverside County; California","2112","361",
"1400000US06065030503","Census Tract 305.03; Riverside County; California","3661","465",
"1400000US06065030602","Census Tract 306.02; Riverside County; California","3510","500",
"1400000US06065030603","Census Tract 306.03; Riverside County; California","2956","360",
"1400000US06065030604","Census Tract 306.04; Riverside County; California","2719","648",
"1400000US06065030605","Census Tract 306.05; Riverside County; California","2173","265",
"1400000US06065030700","Census Tract 307; Riverside County; California","6457","831",
"1400000US06065030800","Census Tract 308; Riverside County; California","7457","1095",
"1400000US06065030900","Census Tract 309; Riverside County; California","3050","456",
"1400000US06065031001","Census Tract 310.01; Riverside County; California","4944","616",
"1400000US06065031002","Census Tract 310.02; Riverside County; California","5278","897",
"1400000US06065031100","Census Tract 311; Riverside County; California","4990","653",
"1400000US06065031200","Census Tract 312; Riverside County; California","6723","854",
"1400000US06065031300","Census Tract 313; Riverside County; California","2679","478",
"1400000US06065031401","Census Tract 314.01; Riverside County; California","7334","1260",
"1400000US06065031402","Census Tract 314.02; Riverside County; California","7785","1234",
"1400000US06065031501","Census Tract 315.01; Riverside County; California","7642","597",
"1400000US06065031503","Census Tract 315.03; Riverside County; California","4663","930",
"1400000US06065031504","Census Tract 315.04; Riverside County; California","4109","705",
"1400000US06065031601","Census Tract 316.01; Riverside County; California","4296","909",
"1400000US06065031602","Census Tract 316.02; Riverside County; California","4844","593",
"1400000US06065031701","Census Tract 317.01; Riverside County; California","3137","717",
"1400000US06065031702","Census Tract 317.02; Riverside County; California","1981","297",
"1400000US06065031703","Census Tract 317.03; Riverside County; California","3675","382",
"1400000US06065031704","Census Tract 317.04; Riverside County; California","4993","398",
"1400000US06065040101","Census Tract 401.01; Riverside County; California","3804","373",
"1400000US06065040102","Census Tract 401.02; Riverside County; California","6503","1076",
"1400000US06065040201","Census Tract 402.01; Riverside County; California","7257","1349",
"1400000US06065040202","Census Tract 402.02; Riverside County; California","2650","319",
"1400000US06065040203","Census Tract 402.03; Riverside County; California","3342","492",
"1400000US06065040204","Census Tract 402.04; Riverside County; California","3518","526",
"1400000US06065040302","Census Tract 403.02; Riverside County; California","9735","1413",
"1400000US06065040303","Census Tract 403.03; Riverside County; California","3222","465",
"1400000US06065040304","Census Tract 403.04; Riverside County; California","4289","687",
"1400000US06065040305","Census Tract 403.05; Riverside County; California","2929","560",
"1400000US06065040402","Census Tract 404.02; Riverside County; California","4718","1083",
"1400000US06065040403","Census Tract 404.03; Riverside County; California","5518","657",
"1400000US06065040404","Census Tract 404.04; Riverside County; California","3055","391",
"1400000US06065040405","Census Tract 404.05; Riverside County; California","5673","816",
"1400000US06065040501","Census Tract 405.01; Riverside County; California","7460","874",
"1400000US06065040502","Census Tract 405.02; Riverside County; California","6617","1190",
"1400000US06065040503","Census Tract 405.03; Riverside County; California","3689","364",
"1400000US06065040603","Census Tract 406.03; Riverside County; California","2594","575",
"1400000US06065040604","Census Tract 406.04; Riverside County; California","5119","709",
"1400000US06065040605","Census Tract 406.05; Riverside County; California","3108","499",
"1400000US06065040606","Census Tract 406.06; Riverside County; California","3855","588",
"1400000US06065040609","Census Tract 406.09; Riverside County; California","17697","1874",
"1400000US06065040611","Census Tract 406.11; Riverside County; California","9409","1651",
"1400000US06065040616","Census Tract 406.16; Riverside County; California","9242","924",
"1400000US06065040617","Census Tract 406.17; Riverside County; California","7069","1372",
"1400000US06065040618","Census Tract 406.18; Riverside County; California","10122","1715",
"1400000US06065040619","Census Tract 406.19; Riverside County; California","5296","909",
"1400000US06065040620","Census Tract 406.20; Riverside County; California","6978","721",
"1400000US06065040621","Census Tract 406.21; Riverside County; California","3836","579",
"1400000US06065040622","Census Tract 406.22; Riverside County; California","6962","869",
"1400000US06065040701","Census Tract 407.01; Riverside County; California","2459","443",
"1400000US06065040702","Census Tract 407.02; Riverside County; California","2722","330",
"1400000US06065040703","Census Tract 407.03; Riverside County; California","2755","367",
"1400000US06065040806","Census Tract 408.06; Riverside County; California","2566","343",
"1400000US06065040807","Census Tract 408.07; Riverside County; California","3437","356",
"1400000US06065040808","Census Tract 408.08; Riverside County; California","7574","1489",
"1400000US06065040809","Census Tract 408.09; Riverside County; California","3464","561",
"1400000US06065040812","Census Tract 408.12; Riverside County; California","4098","613",
"1400000US06065040813","Census Tract 408.13; Riverside County; California","5460","450",
"1400000US06065040814","Census Tract 408.14; Riverside County; California","5016","614",
"1400000US06065040815","Census Tract 408.15; Riverside County; California","3919","555",
"1400000US06065040816","Census Tract 408.16; Riverside County; California","2602","458",
"1400000US06065040821","Census Tract 408.21; Riverside County; California","5773","541",
"1400000US06065040901","Census Tract 409.01; Riverside County; California","8276","961",
"1400000US06065040902","Census Tract 409.02; Riverside County; California","5191","506",
"1400000US06065040903","Census Tract 409.03; Riverside County; California","2956","421",
"1400000US06065040904","Census Tract 409.04; Riverside County; California","3902","463",
"1400000US06065041001","Census Tract 410.01; Riverside County; California","2774","608",
"1400000US06065041002","Census Tract 410.02; Riverside County; California","3241","420",
"1400000US06065041003","Census Tract 410.03; Riverside County; California","2653","514",
"1400000US06065041004","Census Tract 410.04; Riverside County; California","4208","420",
"1400000US06065041101","Census Tract 411.01; Riverside County; California","5489","791",
"1400000US06065041102","Census Tract 411.02; Riverside County; California","4657","894",
"1400000US06065041201","Census Tract 412.01; Riverside County; California","3765","422",
"1400000US06065041202","Census Tract 412.02; Riverside County; California","5036","676",
"1400000US06065041203","Census Tract 412.03; Riverside County; California","3638","522",
"1400000US06065041301","Census Tract 413.01; Riverside County; California","3834","645",
"1400000US06065041302","Census Tract 413.02; Riverside County; California","4347","733",
"1400000US06065041403","Census Tract 414.03; Riverside County; California","4501","568",
"1400000US06065041404","Census Tract 414.04; Riverside County; California","3775","490",
"1400000US06065041405","Census Tract 414.05; Riverside County; California","5542","1143",
"1400000US06065041406","Census Tract 414.06; Riverside County; California","6422","860",
"1400000US06065041407","Census Tract 414.07; Riverside County; California","6080","801",
"1400000US06065041408","Census Tract 414.08; Riverside County; California","4412","665",
"1400000US06065041410","Census Tract 414.10; Riverside County; California","3044","423",
"1400000US06065041411","Census Tract 414.11; Riverside County; California","3013","379",
"1400000US06065041412","Census Tract 414.12; Riverside County; California","5578","654",
"1400000US06065041413","Census Tract 414.13; Riverside County; California","5861","642",
"1400000US06065041414","Census Tract 414.14; Riverside County; California","3928","897",
"1400000US06065041415","Census Tract 414.15; Riverside County; California","4450","670",
"1400000US06065041500","Census Tract 415; Riverside County; California","3406","497",
"1400000US06065041601","Census Tract 416.01; Riverside County; California","2308","354",
"1400000US06065041602","Census Tract 416.02; Riverside County; California","3853","1005",
"1400000US06065041702","Census Tract 417.02; Riverside County; California","5138","826",
"1400000US06065041703","Census Tract 417.03; Riverside County; California","6291","667",
"1400000US06065041704","Census Tract 417.04; Riverside County; California","3531","324",
"1400000US06065041803","Census Tract 418.03; Riverside County; California","5909","490",
"1400000US06065041804","Census Tract 418.04; Riverside County; California","4648","729",
"1400000US06065041805","Census Tract 418.05; Riverside County; California","5840","598",
"1400000US06065041806","Census Tract 418.06; Riverside County; California","4856","930",
"1400000US06065041807","Census Tract 418.07; Riverside County; California","2567","316",
"1400000US06065041808","Census Tract 418.08; Riverside County; California","7373","721",
"1400000US06065041809","Census Tract 418.09; Riverside County; California","4749","462",
"1400000US06065041810","Census Tract 418.10; Riverside County; California","5656","779",
"1400000US06065041812","Census Tract 418.12; Riverside County; California","3145","359",
"1400000US06065041813","Census Tract 418.13; Riverside County; California","7121","720",
"1400000US06065041904","Census Tract 419.04; Riverside County; California","5038","631",
"1400000US06065041905","Census Tract 419.05; Riverside County; California","2894","434",
"1400000US06065041906","Census Tract 419.06; Riverside County; California","6289","850",
"1400000US06065041909","Census Tract 419.09; Riverside County; California","5868","817",
"1400000US06065041910","Census Tract 419.10; Riverside County; California","7643","1226",
"1400000US06065041912","Census Tract 419.12; Riverside County; California","6313","1103",
"1400000US06065041913","Census Tract 419.13; Riverside County; California","5046","541",
"1400000US06065041914","Census Tract 419.14; Riverside County; California","5965","717",
"1400000US06065041915","Census Tract 419.15; Riverside County; California","9023","1312",
"1400000US06065042003","Census Tract 420.03; Riverside County; California","6776","957",
"1400000US06065042004","Census Tract 420.04; Riverside County; California","4733","1526",
"1400000US06065042005","Census Tract 420.05; Riverside County; California","5202","632",
"1400000US06065042007","Census Tract 420.07; Riverside County; California","5585","728",
"1400000US06065042008","Census Tract 420.08; Riverside County; California","8481","978",
"1400000US06065042009","Census Tract 420.09; Riverside County; California","7697","1196",
"1400000US06065042010","Census Tract 420.10; Riverside County; California","5902","840",
"1400000US06065042012","Census Tract 420.12; Riverside County; California","6966","766",
"1400000US06065042015","Census Tract 420.15; Riverside County; California","5648","1130",
"1400000US06065042016","Census Tract 420.16; Riverside County; California","2342","308",
"1400000US06065042017","Census Tract 420.17; Riverside County; California","3624","677",
"1400000US06065042018","Census Tract 420.18; Riverside County; California","6453","692",
"1400000US06065042206","Census Tract 422.06; Riverside County; California","5717","738",
"1400000US06065042207","Census Tract 422.07; Riverside County; California","2720","370",
"1400000US06065042208","Census Tract 422.08; Riverside County; California","2897","592",
"1400000US06065042209","Census Tract 422.09; Riverside County; California","4785","568",
"1400000US06065042210","Census Tract 422.10; Riverside County; California","5093","760",
"1400000US06065042212","Census Tract 422.12; Riverside County; California","8261","1241",
"1400000US06065042213","Census Tract 422.13; Riverside County; California","3261","366",
"1400000US06065042214","Census Tract 422.14; Riverside County; California","6371","608",
"1400000US06065042217","Census Tract 422.17; Riverside County; California","4785","541",
"1400000US06065042300","Census Tract 423; Riverside County; California","10183","1420",
"1400000US06065042401","Census Tract 424.01; Riverside County; California","2031","199",
"1400000US06065042402","Census Tract 424.02; Riverside County; California","5658","1035",
"1400000US06065042403","Census Tract 424.03; Riverside County; California","5395","1494",
"1400000US06065042404","Census Tract 424.04; Riverside County; California","2408","376",
"1400000US06065042405","Census Tract 424.05; Riverside County; California","4778","596",
"1400000US06065042406","Census Tract 424.06; Riverside County; California","4778","712",
"1400000US06065042407","Census Tract 424.07; Riverside County; California","3358","486",
"1400000US06065042408","Census Tract 424.08; Riverside County; California","3037","327",
"1400000US06065042409","Census Tract 424.09; Riverside County; California","4036","798",
"1400000US06065042410","Census Tract 424.10; Riverside County; California","5940","622",
"1400000US06065042411","Census Tract 424.11; Riverside County; California","2614","336",
"1400000US06065042412","Census Tract 424.12; Riverside County; California","4646","541",
"1400000US06065042505","Census Tract 425.05; Riverside County; California","3279","480",
"1400000US06065042507","Census Tract 425.07; Riverside County; California","5425","582",
"1400000US06065042508","Census Tract 425.08; Riverside County; California","6109","982",
"1400000US06065042509","Census Tract 425.09; Riverside County; California","3237","372",
"1400000US06065042510","Census Tract 425.10; Riverside County; California","5458","926",
"1400000US06065042511","Census Tract 425.11; Riverside County; California","3913","567",
"1400000US06065042512","Census Tract 425.12; Riverside County; California","3723","561",
"1400000US06065042513","Census Tract 425.13; Riverside County; California","2986","338",
"1400000US06065042514","Census Tract 425.14; Riverside County; California","3420","434",
"1400000US06065042515","Census Tract 425.15; Riverside County; California","3454","523",
"1400000US06065042516","Census Tract 425.16; Riverside County; California","3639","534",
"1400000US06065042517","Census Tract 425.17; Riverside County; California","3323","620",
"1400000US06065042518","Census Tract 425.18; Riverside County; California","3196","335",
"1400000US06065042519","Census Tract 425.19; Riverside County; California","1981","359",
"1400000US06065042520","Census Tract 425.20; Riverside County; California","5253","1110",
"1400000US06065042521","Census Tract 425.21; Riverside County; California","5585","658",
"1400000US06065042522","Census Tract 425.22; Riverside County; California","3559","363",
"1400000US06065042523","Census Tract 425.23; Riverside County; California","5360","1035",
"1400000US06065042621","Census Tract 426.21; Riverside County; California","8231","910",
"1400000US06065042622","Census Tract 426.22; Riverside County; California","4977","768",
"1400000US06065042623","Census Tract 426.23; Riverside County; California","3737","688",
"1400000US06065042624","Census Tract 426.24; Riverside County; California","5110","958",
"1400000US06065042625","Census Tract 426.25; Riverside County; California","6432","1195",
"1400000US06065042626","Census Tract 426.26; Riverside County; California","9239","1011",
"1400000US06065042627","Census Tract 426.27; Riverside County; California","4877","556",
"1400000US06065042628","Census Tract 426.28; Riverside County; California","4919","811",
"1400000US06065042629","Census Tract 426.29; Riverside County; California","6361","1998",
"1400000US06065042630","Census Tract 426.30; Riverside County; California","7249","1756",
"1400000US06065042631","Census Tract 426.31; Riverside County; California","5101","733",
"1400000US06065042632","Census Tract 426.32; Riverside County; California","3589","969",
"1400000US06065042708","Census Tract 427.08; Riverside County; California","5515","731",
"1400000US06065042709","Census Tract 427.09; Riverside County; California","4781","733",
"1400000US06065042711","Census Tract 427.11; Riverside County; California","4000","372",
"1400000US06065042714","Census Tract 427.14; Riverside County; California","3238","430",
"1400000US06065042716","Census Tract 427.16; Riverside County; California","5995","583",
"1400000US06065042717","Census Tract 427.17; Riverside County; California","6334","1301",
"1400000US06065042719","Census Tract 427.19; Riverside County; California","5598","684",
"1400000US06065042720","Census Tract 427.20; Riverside County; California","5308","1404",
"1400000US06065042723","Census Tract 427.23; Riverside County; California","7436","1829",
"1400000US06065042724","Census Tract 427.24; Riverside County; California","5403","745",
"1400000US06065042726","Census Tract 427.26; Riverside County; California","11414","1778",
"1400000US06065042728","Census Tract 427.28; Riverside County; California","2433","449",
"1400000US06065042730","Census Tract 427.30; Riverside County; California","5821","605",
"1400000US06065042731","Census Tract 427.31; Riverside County; California","8792","1529",
"1400000US06065042732","Census Tract 427.32; Riverside County; California","6941","954",
"1400000US06065042733","Census Tract 427.33; Riverside County; California","13747","1718",
"1400000US06065042737","Census Tract 427.37; Riverside County; California","3758","468",
"1400000US06065042738","Census Tract 427.38; Riverside County; California","8664","1037",
"1400000US06065042739","Census Tract 427.39; Riverside County; California","8714","806",
"1400000US06065042740","Census Tract 427.40; Riverside County; California","1877","173",
"1400000US06065042741","Census Tract 427.41; Riverside County; California","2340","427",
"1400000US06065042742","Census Tract 427.42; Riverside County; California","6726","834",
"1400000US06065042743","Census Tract 427.43; Riverside County; California","4498","609",
"1400000US06065042744","Census Tract 427.44; Riverside County; California","4504","790",
"1400000US06065042745","Census Tract 427.45; Riverside County; California","6804","1080",
"1400000US06065042746","Census Tract 427.46; Riverside County; California","4128","654",
"1400000US06065042747","Census Tract 427.47; Riverside County; California","4373","853",
"1400000US06065042748","Census Tract 427.48; Riverside County; California","5462","874",
"1400000US06065042749","Census Tract 427.49; Riverside County; California","4659","781",
"1400000US06065042750","Census Tract 427.50; Riverside County; California","3380","415",
"1400000US06065042751","Census Tract 427.51; Riverside County; California","6134","1619",
"1400000US06065042752","Census Tract 427.52; Riverside County; California","4718","634",
"1400000US06065042801","Census Tract 428.01; Riverside County; California","4724","1087",
"1400000US06065042802","Census Tract 428.02; Riverside County; California","5847","799",
"1400000US06065042902","Census Tract 429.02; Riverside County; California","4334","714",
"1400000US06065042903","Census Tract 429.03; Riverside County; California","5593","675",
"1400000US06065042905","Census Tract 429.05; Riverside County; California","4900","1710",
"1400000US06065042906","Census Tract 429.06; Riverside County; California","6111","1141",
"1400000US06065042907","Census Tract 429.07; Riverside County; California","4308","938",
"1400000US06065042908","Census Tract 429.08; Riverside County; California","4192","1079",
"1400000US06065043001","Census Tract 430.01; Riverside County; California","11689","1534",
"1400000US06065043003","Census Tract 430.03; Riverside County; California","7353","1066",
"1400000US06065043005","Census Tract 430.05; Riverside County; California","5877","795",
"1400000US06065043006","Census Tract 430.06; Riverside County; California","4760","831",
"1400000US06065043007","Census Tract 430.07; Riverside County; California","7421","890",
"1400000US06065043008","Census Tract 430.08; Riverside County; California","5588","744",
"1400000US06065043009","Census Tract 430.09; Riverside County; California","5216","674",
"1400000US06065043010","Census Tract 430.10; Riverside County; California","5257","468",
"1400000US06065043201","Census Tract 432.01; Riverside County; California","3588","530",
"1400000US06065043202","Census Tract 432.02; Riverside County; California","5943","801",
"1400000US06065043203","Census Tract 432.03; Riverside County; California","2904","525",
"1400000US06065043204","Census Tract 432.04; Riverside County; California","8221","1479",
"1400000US06065043205","Census Tract 432.05; Riverside County; California","5503","883",
"1400000US06065043206","Census Tract 432.06; Riverside County; California","7821","954",
"1400000US06065043207","Census Tract 432.07; Riverside County; California","4430","909",
"1400000US06065043208","Census Tract 432.08; Riverside County; California","5232","865",
"1400000US06065043209","Census Tract 432.09; Riverside County; California","3481","411",
"1400000US06065043210","Census Tract 432.10; Riverside County; California","4322","764",
"1400000US06065043211","Census Tract 432.11; Riverside County; California","7289","1406",
"1400000US06065043216","Census Tract 432.16; Riverside County; California","6763","967",
"1400000US06065043217","Census Tract 432.17; Riverside County; California","3358","608",
"1400000US06065043218","Census Tract 432.18; Riverside County; California","5258","455",
"1400000US06065043220","Census Tract 432.20; Riverside County; California","4576","497",
"1400000US06065043222","Census Tract 432.22; Riverside County; California","5104","686",
"1400000US06065043227","Census Tract 432.27; Riverside County; California","8370","1239",
"1400000US06065043228","Census Tract 432.28; Riverside County; California","4619","537",
"1400000US06065043229","Census Tract 432.29; Riverside County; California","4378","490",
"1400000US06065043235","Census Tract 432.35; Riverside County; California","11937","993",
"1400000US06065043246","Census Tract 432.46; Riverside County; California","6318","988",
"1400000US06065043248","Census Tract 432.48; Riverside County; California","4235","599",
"1400000US06065043252","Census Tract 432.52; Riverside County; California","10006","1136",
"1400000US06065043254","Census Tract 432.54; Riverside County; California","5201","585",
"1400000US06065043256","Census Tract 432.56; Riverside County; California","3440","498",
"1400000US06065043262","Census Tract 432.62; Riverside County; California","4802","587",
"1400000US06065043264","Census Tract 432.64; Riverside County; California","8096","1279",
"1400000US06065043265","Census Tract 432.65; Riverside County; California","7779","714",
"1400000US06065043266","Census Tract 432.66; Riverside County; California","5698","995",
"1400000US06065043267","Census Tract 432.67; Riverside County; California","5525","547",
"1400000US06065043270","Census Tract 432.70; Riverside County; California","5771","689",
"1400000US06065043271","Census Tract 432.71; Riverside County; California","4969","780",
"1400000US06065043272","Census Tract 432.72; Riverside County; California","5370","756",
"1400000US06065043274","Census Tract 432.74; Riverside County; California","2381","401",
"1400000US06065043276","Census Tract 432.76; Riverside County; California","3118","395",
"1400000US06065043278","Census Tract 432.78; Riverside County; California","6248","592",
"1400000US06065043279","Census Tract 432.79; Riverside County; California","5166","585",
"1400000US06065043292","Census Tract 432.92; Riverside County; California","4104","1085",
"1400000US06065043293","Census Tract 432.93; Riverside County; California","2990","866",
"1400000US06065043294","Census Tract 432.94; Riverside County; California","4707","1035",
"1400000US06065043295","Census Tract 432.95; Riverside County; California","5119","772",
"1400000US06065043296","Census Tract 432.96; Riverside County; California","5419","1139",
"1400000US06065043297","Census Tract 432.97; Riverside County; California","9896","1074",
"1400000US06065043298","Census Tract 432.98; Riverside County; California","5722","912",
"1400000US06065043304","Census Tract 433.04; Riverside County; California","8796","1440",
"1400000US06065043306","Census Tract 433.06; Riverside County; California","5387","563",
"1400000US06065043307","Census Tract 433.07; Riverside County; California","6755","889",
"1400000US06065043308","Census Tract 433.08; Riverside County; California","2550","324",
"1400000US06065043309","Census Tract 433.09; Riverside County; California","3008","472",
"1400000US06065043310","Census Tract 433.10; Riverside County; California","3674","481",
"1400000US06065043311","Census Tract 433.11; Riverside County; California","2390","225",
"1400000US06065043312","Census Tract 433.12; Riverside County; California","4698","1033",
"1400000US06065043313","Census Tract 433.13; Riverside County; California","3599","372",
"1400000US06065043314","Census Tract 433.14; Riverside County; California","4236","776",
"1400000US06065043315","Census Tract 433.15; Riverside County; California","2538","528",
"1400000US06065043316","Census Tract 433.16; Riverside County; California","3524","369",
"1400000US06065043318","Census Tract 433.18; Riverside County; California","6041","2065",
"1400000US06065043319","Census Tract 433.19; Riverside County; California","5742","1123",
"1400000US06065043401","Census Tract 434.01; Riverside County; California","6635","1212",
"1400000US06065043403","Census Tract 434.03; Riverside County; California","3037","688",
"1400000US06065043404","Census Tract 434.04; Riverside County; California","2506","350",
"1400000US06065043405","Census Tract 434.05; Riverside County; California","4907","640",
"1400000US06065043503","Census Tract 435.03; Riverside County; California","3873","552",
"1400000US06065043505","Census Tract 435.05; Riverside County; California","3536","562",
"1400000US06065043506","Census Tract 435.06; Riverside County; California","8192","1447",
"1400000US06065043509","Census Tract 435.09; Riverside County; California","5220","529",
"1400000US06065043512","Census Tract 435.12; Riverside County; California","7543","711",
"1400000US06065043513","Census Tract 435.13; Riverside County; California","3176","353",
"1400000US06065043517","Census Tract 435.17; Riverside County; California","8706","1040",
"1400000US06065043518","Census Tract 435.18; Riverside County; California","5456","2025",
"1400000US06065043519","Census Tract 435.19; Riverside County; California","1221","493",
"1400000US06065043520","Census Tract 435.20; Riverside County; California","2651","812",
"1400000US06065043521","Census Tract 435.21; Riverside County; California","4025","701",
"1400000US06065043522","Census Tract 435.22; Riverside County; California","2610","483",
"1400000US06065043523","Census Tract 435.23; Riverside County; California","3255","450",
"1400000US06065043524","Census Tract 435.24; Riverside County; California","4877","925",
"1400000US06065043601","Census Tract 436.01; Riverside County; California","5444","1342",
"1400000US06065043602","Census Tract 436.02; Riverside County; California","3382","596",
"1400000US06065043701","Census Tract 437.01; Riverside County; California","4113","527",
"1400000US06065043702","Census Tract 437.02; Riverside County; California","4812","619",
"1400000US06065043703","Census Tract 437.03; Riverside County; California","3339","525",
"1400000US06065043802","Census Tract 438.02; Riverside County; California","7232","451",
"1400000US06065043807","Census Tract 438.07; Riverside County; California","7050","1079",
"1400000US06065043809","Census Tract 438.09; Riverside County; California","6730","1064",
"1400000US06065043810","Census Tract 438.10; Riverside County; California","4912","620",
"1400000US06065043812","Census Tract 438.12; Riverside County; California","6375","598",
"1400000US06065043813","Census Tract 438.13; Riverside County; California","3983","692",
"1400000US06065043818","Census Tract 438.18; Riverside County; California","4162","416",
"1400000US06065043820","Census Tract 438.20; Riverside County; California","5932","842",
